"ACTION","AMOUNT","GLOBALSTEP","IDDEST","IDORIG","ISFLAGGEDFRAUD","ISFRAUD","NAMEDEST","NAMEORIG","TYPEDEST","TYPEORIG"
"TRANSFER","825767.1890338633","24539","4351817236759084","4864200130198867","false","false","Piper Potter","Anna Warner","CLIENT","CLIENT"
"TRANSFER","42937.621774713625","24563","4491079231496847","4075568791283029","false","false","Landon Forbes","Bentley Guthrie","CLIENT","CLIENT"
"TRANSFER","551254.2405416721","24577","4595787785870366","4002927074710793","false","false","Stella Slater","Ayden Galloway","CLIENT","CLIENT"
"TRANSFER","352110.28635758907","24587","4296791667192263","4485526329054613","false","false","Emma Koch","Brody Mendez","CLIENT","CLIENT"
"TRANSFER","490771.7366196889","24611","4289251013033132","4284856972457869","false","false","Mason Workman","Charlotte Flowers","CLIENT","CLIENT"
"TRANSFER","577422.9691522697","24613","4289251013033132","4284856972457869","false","false","Mason Workman","Charlotte Flowers","CLIENT","CLIENT"
"TRANSFER","642243.3406356645","24629","4661255730816834","4285541533303526","false","false","Trinity Ward","Dominic Sargent","CLIENT","CLIENT"
"TRANSFER","741798.9563938708","24630","4498460370531508","4285541533303526","false","false","Emily Kennedy","Dominic Sargent","CLIENT","CLIENT"
"TRANSFER","471891.4865570571","24646","4077521964334028","4556641339267313","false","false","Sarah Booth","Justin Snyder","CLIENT","CLIENT"
"TRANSFER","253880.45711533658","24650","4261159677796765","4559665405902773","false","false","Claire Wooten","Carlos Kemp","CLIENT","CLIENT"
"TRANSFER","316040.7650924297","24681","4355199301424019","4624911749099368","false","false","Jose Wright","Logan Adams","MULE","CLIENT"
"TRANSFER","387603.3205975398","24707","4246394411945952","4568525421391220","false","false","Tristan Bowman","Luis Fletcher","CLIENT","CLIENT"
"TRANSFER","445714.26597517723","24713","4017385101040044","4330981663911422","false","false","Carson Murray","Landon Mills","CLIENT","CLIENT"
"TRANSFER","35809.677235284646","24732","4665794094572902","4334829709944699","false","false","Bella Nichols","Brooklyn Gordon","CLIENT","CLIENT"
"TRANSFER","322327.81564817746","24734","4430313571474138","4334829709944699","false","false","Morgan Melton","Brooklyn Gordon","CLIENT","CLIENT"
"TRANSFER","158506.79086626784","24744","4805151060397213","4891916954688504","false","false","Jace Kirk","Morgan Owen","CLIENT","CLIENT"
"TRANSFER","199789.65156090757","24752","4624911749099368","4511025189549695","false","false","Logan Adams","Justin Weaver","CLIENT","CLIENT"
"TRANSFER","679664.6145162266","24762","4806443672380185","4907481972834962","false","false","Emily Caldwell","Andrew Burt","MULE","CLIENT"
"TRANSFER","220039.28017726028","24771","4714372561315781","4981733929880467","false","false","Katherine Morales","Landon Henry","CLIENT","CLIENT"
"TRANSFER","317936.1230553303","24780","4718136965960898","4600611278590971","false","false","Bentley Giles","Jason Taylor","MULE","CLIENT"
"TRANSFER","765072.6299949253","24797","4977015401707962","4844170725151602","false","false","Henry White","Jasmine Hoffman","CLIENT","CLIENT"
"TRANSFER","50822.64833901799","24828","4480265933775694","4051296567638840","false","false","Chase Wilder","Amelia Lindsey","CLIENT","CLIENT"
"TRANSFER","211869.47308343073","24876","4189164385364525","4570559035187027","false","false","Henry Whitney","Peyton Mathews","CLIENT","CLIENT"
"TRANSFER","618060.7475304508","24894","4282405709257333","4926208812810259","false","false","Jordan Conner","Jasmine Lowery","CLIENT","CLIENT"
"TRANSFER","669090.2743240739","24906","4321366473679966","4666674802346170","false","false","Oliver Jones","Kayden Bean","CLIENT","CLIENT"
"TRANSFER","499526.4771560397","24913","4643224866106934","4752576068901553","false","false","Emma Wolf","Lydia Cooley","CLIENT","CLIENT"
"TRANSFER","261786.42931510753","24920","4159541023902889","4617001552596079","false","false","Logan Calderon","Charles Gibson","CLIENT","CLIENT"
"TRANSFER","228697.04912546632","24934","4583787469224090","4652718452592116","false","false","Carson Jones","Levi Hardin","CLIENT","CLIENT"
"TRANSFER","567416.0005566514","24945","4494807826746607","4922207160062186","false","false","Andrea Mclaughlin","Melanie Coleman","CLIENT","CLIENT"
"TRANSFER","570981.0654941704","24946","4988613639912623","4067395693936060","false","false","Claire Horton","Jose Talley","CLIENT","CLIENT"
"TRANSFER","273023.8476783347","24960","4553403585579971","4000678863455932","false","false","Jacob Hartman","Bentley Robles","CLIENT","CLIENT"
"TRANSFER","1172971.9853223555","24981","4915949233535297","4085156564473155","false","false","Eva Galloway","Emily Dillard","CLIENT","CLIENT"
"TRANSFER","606817.7151932241","25040","4130965985897460","4852437134669634","false","false","Elizabeth Wiley","Stella Norman","CLIENT","CLIENT"
"TRANSFER","246455.41213020115","25082","4215125620396174","4758208726940773","false","false","Taylor Lambert","Victoria Pearson","CLIENT","CLIENT"
"TRANSFER","471375.2081616526","25084","4361763517364236","4823833465964428","false","false","Brianna Tanner","Jonathan Ratliff","CLIENT","CLIENT"
"TRANSFER","366683.0258537032","25101","4893589937977753","4869889827738467","false","false","Colton Reilly","Alyssa Mcdowell","CLIENT","CLIENT"
"TRANSFER","130666.04335383896","25103","4841017215964841","4517498675635894","false","false","Alexa Lynch","Ian Burch","CLIENT","CLIENT"
"TRANSFER","1072895.9256675136","25149","4674504847884382","4872545349272873","false","false","Joshua Shepherd","Amelia Ellis","CLIENT","CLIENT"
"TRANSFER","179387.24906527676","25194","4203231217806858","4849273843832346","false","false","William Finley","Eli Giles","CLIENT","CLIENT"
"TRANSFER","154977.88274815964","25243","4139803710544373","4979901330923051","false","false","Jose Ward","Jackson Landry","CLIENT","CLIENT"
"TRANSFER","228627.51787214327","25248","4786620905599624","4009549069087202","false","false","Brayden Levy","Kayden Molina","CLIENT","CLIENT"
"TRANSFER","90188.75402696704","25283","4927735670565400","4330189502329463","false","false","Isabella Poole","Lydia Pitts","CLIENT","CLIENT"
"TRANSFER","41104.66117531742","25314","4088137816077553","4236673879634212","false","false","Adam Mack","Allison Rosario","CLIENT","CLIENT"
"TRANSFER","475250.6936626127","25340","4146177205269650","4167040766952052","false","false","Alexis Sullivan","Elizabeth Wood","CLIENT","CLIENT"
"TRANSFER","445835.26498971734","25353","4920604863543607","4241749339258264","false","false","Wyatt Short","Alex Vincent","CLIENT","CLIENT"
"TRANSFER","344795.42460464773","25361","4312305551023144","4544120256847808","false","false","Joshua Mcmahon","Blake Combs","CLIENT","CLIENT"
"TRANSFER","639218.4881300236","25379","4627197792590720","4872679179874134","false","false","Ashley Workman","Caleb Massey","CLIENT","CLIENT"
"TRANSFER","335220.9122835092","25381","4981733929880467","4714372561315781","false","false","Landon Henry","Katherine Morales","CLIENT","CLIENT"
"TRANSFER","832242.593454297","25402","4946207367172384","4107868513570451","false","false","Christian Arnold","Julian Wilder","CLIENT","CLIENT"
"TRANSFER","173064.47045434202","25426","4568525421391220","4581254757531928","false","false","Luis Fletcher","Carlos Moses","CLIENT","CLIENT"
"TRANSFER","496359.0417392884","25437","4310531866885115","4494767598215258","false","false","Morgan Dickson","Christian Dawson","CLIENT","CLIENT"
"TRANSFER","384603.1319052345","25472","4037550485903846","4758051180456278","false","false","Emma Alvarez","Julia Gibson","CLIENT","CLIENT"
"TRANSFER","533663.4578873541","25502","4544120256847808","4312305551023144","false","false","Blake Combs","Joshua Mcmahon","CLIENT","CLIENT"
"TRANSFER","467413.8692082893","25507","4221487573679200","4994570457353854","false","false","Alyssa Ball","Gabriella Mendez","CLIENT","CLIENT"
"TRANSFER","358839.06876713515","25565","4637684291612186","4545086762201880","false","false","Faith Woodward","Blake Golden","CLIENT","CLIENT"
"TRANSFER","216058.48263666235","25577","4298487879043091","4893589937977753","false","false","Amelia Haley","Colton Reilly","CLIENT","CLIENT"
"TRANSFER","990713.0982857754","25583","4859595433557868","4320704214967111","false","false","Zachary Parks","Stella Ford","CLIENT","CLIENT"
"TRANSFER","322218.95535023365","25590","4991180517772771","4819040102569794","false","false","Avery Mathis","Bella Harper","MULE","CLIENT"
"TRANSFER","23744.744815550977","25607","4380289408480136","4323722205046585","false","false","Adam Schneider","Tristan Hines","CLIENT","CLIENT"
"TRANSFER","540201.2906341377","25625","4849273843832346","4203231217806858","false","false","Eli Giles","William Finley","CLIENT","CLIENT"
"TRANSFER","349852.5893622001","25659","4593850042571367","4360341988971192","false","false","Gianna Woodward","Joshua Glover","CLIENT","CLIENT"
"TRANSFER","310667.0557930694","25685","4394308039068062","4961220610840194","false","false","Cooper Grimes","Benjamin Burns","CLIENT","CLIENT"
"TRANSFER","81197.26100634487","25702","4268185382957965","4574188385141180","false","false","Peyton Bright","Nathaniel Love","CLIENT","CLIENT"
"TRANSFER","379410.62056408206","25726","4088137816077553","4236673879634212","false","false","Adam Mack","Allison Rosario","CLIENT","CLIENT"
"TRANSFER","297366.68328879273","25734","4985196129592397","4575563620734529","false","false","Cameron Koch","Morgan Hunt","CLIENT","CLIENT"
"TRANSFER","227689.00853707767","25736","4569941317604619","4581452384692697","false","false","Jasmine Robertson","Josiah Watson","CLIENT","CLIENT"
"TRANSFER","479722.07077836705","25751","4540683824649182","4643268272935006","false","false","Charlotte Quinn","Mackenzie Rhodes","CLIENT","CLIENT"
"TRANSFER","560821.3340420029","25793","4908255198713112","4751859751555568","false","false","Caleb Hayden","Ella Bruce","CLIENT","CLIENT"
"TRANSFER","892106.5458613154","25813","4748405899517478","4496883564147017","false","false","Isaac Mays","Carson Burt","CLIENT","CLIENT"
"TRANSFER","812617.8401766347","25821","4808278670563095","4731993740909852","false","false","Liam Fields","Mason Craig","CLIENT","CLIENT"
"TRANSFER","17042.61139175296","25864","4806443672380185","4615484971294306","false","true","Emily Caldwell","Ava Nixon","MULE","CLIENT"
"TRANSFER","396638.7097222207","25865","4666674802346170","4341828825325313","false","false","Kayden Bean","Brooklyn Mays","CLIENT","CLIENT"
"TRANSFER","418492.7667641639","25880","4545086762201880","4117944883787328","false","false","Blake Golden","Skylar James","CLIENT","CLIENT"
"TRANSFER","74821.21329163044","25888","4092071369982238","4575563620734529","false","true","Gianna Jimenez","Morgan Hunt","MULE","CLIENT"
"TRANSFER","88.38112669117196","25889","4528302092557334","4163998275709830","false","true","Khloe Bishop","Jeremiah Acosta","MULE","MULE"
"TRANSFER","281607.62181701016","25900","4985196129592397","4575563620734529","false","false","Cameron Koch","Morgan Hunt","CLIENT","CLIENT"
"TRANSFER","23825.430233559906","25902","4139396596344943","4866051596912558","false","true","Autumn Little","Andrea Brady","MULE","CLIENT"
"TRANSFER","73823.60088195652","25908","4683177634883328","4103420183756632","false","true","Avery Mccormick","Joshua Frank","MULE","CLIENT"
"TRANSFER","16908.065441671017","25910","4768167410334172","4788618055005861","false","true","Christian Sims","Emily Sandoval","MULE","CLIENT"
"TRANSFER","77.92282045779326","25911","4355199301424019","4643976795388624","false","true","Jose Wright","Nicholas Wooten","MULE","MULE"
"TRANSFER","16810.73963559866","25913","4728932654275244","4442982245804767","false","true","Genesis Eaton","William Anthony","MULE","CLIENT"
"TRANSFER","17793.925834860598","25914","4355199301424019","4219019823394399","false","true","Jose Wright","Isabella Robles","MULE","MULE"
"TRANSFER","183166.10481309047","25915","4978060199279401","4611308768630592","false","true","Andrew Adkins","Kennedy Kline","MULE","MULE"
"TRANSFER","16804.015185773373","25916","4768167410334172","4788618055005861","false","true","Christian Sims","Emily Sandoval","MULE","CLIENT"
"TRANSFER","74004.98262118577","25917","4222445818351836","4161684221438714","false","true","Carlos Meyer","Aubree Wright","MULE","CLIENT"
"TRANSFER","988209.5132998973","25948","4351817236759084","4864200130198867","false","false","Piper Potter","Anna Warner","CLIENT","CLIENT"
"TRANSFER","616121.2685784725","25954","4711862089559004","4786339840823557","false","false","William Mckinney","Gabriel Carter","CLIENT","CLIENT"
"TRANSFER","765803.0804155492","25957","4365887814447273","4497122618770519","false","false","Jacob Weiss","Gianna Hickman","CLIENT","CLIENT"
"TRANSFER","837598.2935386728","25959","4936352365006374","4635144621658005","false","false","Ariana Juarez","Adam Ellison","CLIENT","CLIENT"
"TRANSFER","229738.97788244896","25964","4626578328041109","4797988590207226","false","false","Khloe Horn","Natalie Vang","CLIENT","CLIENT"
"TRANSFER","87920.98507960845","25966","4064653673641040","4912710665650142","false","false","Elijah Forbes","Makayla Mcdowell","CLIENT","CLIENT"
"TRANSFER","598471.1347633153","26000","4314960534684533","4097146858253385","false","false","Natalie Velazquez","Oliver Sellers","CLIENT","CLIENT"
"TRANSFER","790018.9871146542","26020","4381628130037244","4182417587481282","false","false","Nevaeh Lee","Camila Gay","CLIENT","CLIENT"
"TRANSFER","299302.60440685763","26026","4823833465964428","4361763517364236","false","false","Jonathan Ratliff","Brianna Tanner","CLIENT","CLIENT"
"TRANSFER","318033.9600795895","26029","4246394411945952","4536447260728751","false","false","Tristan Bowman","Liam Herman","CLIENT","CLIENT"
"TRANSFER","134873.06481700542","26033","4570513869539464","4194705566047686","false","false","Damian Craft","Daniel Frank","CLIENT","CLIENT"
"TRANSFER","82217.35658817145","26058","4807038095045016","4422964465248556","false","false","Kimberly Kelly","David Ward","CLIENT","CLIENT"
"TRANSFER","253375.69614170535","26067","4145736574359086","4484729174137845","false","false","Ethan Aguilar","Jasmine Mckenzie","MULE","CLIENT"
"TRANSFER","494328.7740345374","26081","4353319846494820","4478010400874164","false","false","Stella Tyler","Ella Britt","CLIENT","CLIENT"
"TRANSFER","902261.4694309213","26095","4595787785870366","4002927074710793","false","false","Stella Slater","Ayden Galloway","CLIENT","CLIENT"
"TRANSFER","420277.4523271256","26109","4711862089559004","4222631929155113","false","false","William Mckinney","Ethan Carroll","CLIENT","CLIENT"
"TRANSFER","843333.9259404651","26117","4218085448615097","4336145546478603","false","false","Madeline Myers","Hunter Justice","CLIENT","CLIENT"
"TRANSFER","436697.9088735363","26122","4108560271702389","4375038819249177","false","false","Jacob Greer","Sydney Head","CLIENT","CLIENT"
"TRANSFER","841605.6703112194","26123","4108560271702389","4375038819249177","false","false","Jacob Greer","Sydney Head","CLIENT","CLIENT"
"TRANSFER","311908.7327773499","26125","4989827894524027","4425140630611740","false","false","Chloe Anthony","Brandon Frederick","CLIENT","CLIENT"
"TRANSFER","685132.059894182","26144","4739864811044519","4872545349272873","false","false","Luis Whitfield","Amelia Ellis","CLIENT","CLIENT"
"TRANSFER","907574.453821963","26155","4875259805318843","4409065385395258","false","false","Joseph Stevenson","Ayden Decker","CLIENT","CLIENT"
"TRANSFER","463310.00194072316","26162","4044664131908223","4930275370188174","false","false","Ella Harper","Chase Graves","CLIENT","CLIENT"
"TRANSFER","63111.273507083824","26195","4705845838814737","4751316150101353","false","false","Joshua Lynn","Peyton Mccoy","CLIENT","CLIENT"
"TRANSFER","72.95082164611321","26198","4257432936434825","4147330549677802","false","true","Eli Rollins","Aria Brown","MULE","MULE"
"TRANSFER","287674.1602860488","26204","4267015445538463","4139803710544373","false","false","Aubree Case","Jose Ward","CLIENT","CLIENT"
"TRANSFER","169508.960372034","26210","4284856972457869","4289251013033132","false","false","Charlotte Flowers","Mason Workman","CLIENT","CLIENT"
"TRANSFER","887993.2356353563","26285","4900418033860013","4813182188535590","false","false","Ellie Carson","Levi Avery","CLIENT","CLIENT"
"TRANSFER","402364.4495490618","26326","4508939032240804","4843651537213319","false","false","Kayla Aguirre","Stella Marsh","CLIENT","CLIENT"
"TRANSFER","1154990.4401119684","26344","4077521964334028","4855360720692579","false","false","Sarah Booth","Caleb Golden","CLIENT","CLIENT"
"TRANSFER","135629.78421345775","26346","4481617795897033","4444097476515202","false","false","Madeline Tanner","Madelyn Morales","CLIENT","CLIENT"
"TRANSFER","75199.44295226247","26350","4598805116991672","4103420183756632","false","false","Madelyn Chang","Joshua Frank","CLIENT","CLIENT"
"TRANSFER","347046.72575444926","26360","4218085448615097","4892844970450163","false","false","Madeline Myers","Amelia Winters","CLIENT","CLIENT"
"TRANSFER","264983.0849012689","26361","4218085448615097","4892844970450163","false","false","Madeline Myers","Amelia Winters","CLIENT","CLIENT"
"TRANSFER","352703.1503370702","26366","4009549069087202","4448394664067096","false","false","Kayden Molina","Kylie Chavez","CLIENT","CLIENT"
"TRANSFER","40703.5225470516","26375","4202581290081469","4956093300756492","false","false","Brooklyn Charles","Tristan Harris","CLIENT","CLIENT"
"TRANSFER","775061.3672379679","26381","4385011631441155","4157598558437592","false","false","Kylie Massey","Alexis Whitehead","CLIENT","CLIENT"
"TRANSFER","921801.2845918452","26402","4627197792590720","4872679179874134","false","false","Ashley Workman","Caleb Massey","CLIENT","CLIENT"
"TRANSFER","285904.539626529","26414","4127550473618654","4509206953634855","false","false","Nolan Foreman","Morgan Justice","CLIENT","CLIENT"
"TRANSFER","1035922.2642320099","26417","4913043910586823","4989827894524027","false","false","Sydney Salinas","Chloe Anthony","CLIENT","CLIENT"
"TRANSFER","1126524.9354158493","26426","4215125620396174","4758208726940773","false","false","Taylor Lambert","Victoria Pearson","CLIENT","CLIENT"
"TRANSFER","347165.3168579851","26448","4768167410334172","4842858528597730","false","false","Christian Sims","Sophia Nicholson","MULE","CLIENT"
"TRANSFER","199331.28810315236","26454","4077521964334028","4556641339267313","false","false","Sarah Booth","Justin Snyder","CLIENT","CLIENT"
"TRANSFER","872274.9696952327","26466","4936352365006374","4457790080108679","false","false","Ariana Juarez","Sophia Chandler","CLIENT","CLIENT"
"TRANSFER","416749.0394803223","26489","4654099334678789","4575563620734529","false","false","Nathan Mathis","Morgan Hunt","CLIENT","CLIENT"
"TRANSFER","319768.59131990565","26527","4312305551023144","4544120256847808","false","false","Joshua Mcmahon","Blake Combs","CLIENT","CLIENT"
"TRANSFER","289444.1155792058","26529","4175048645840406","4763500936333853","false","false","Thomas Spence","Tyler Travis","MULE","CLIENT"
"TRANSFER","517927.3861888148","26557","4380289408480136","4994570457353854","false","false","Adam Schneider","Gabriella Mendez","CLIENT","CLIENT"
"TRANSFER","369323.60765510733","26618","4751316150101353","4705845838814737","false","false","Peyton Mccoy","Joshua Lynn","CLIENT","CLIENT"
"TRANSFER","519783.1945566556","26648","4788127108556946","4413203714872291","false","false","Nathan Horton","Thomas Farrell","CLIENT","CLIENT"
"TRANSFER","452201.57166181074","26670","4156779725027711","4403494891088569","false","false","William Berger","Autumn Clemons","CLIENT","CLIENT"
"TRANSFER","412680.1393475627","26684","4336145546478603","4218085448615097","false","false","Hunter Justice","Madeline Myers","CLIENT","CLIENT"
"TRANSFER","207474.31843036407","26718","4903926092208954","4732762700018098","false","false","Amelia Price","Madeline Hinton","CLIENT","CLIENT"
"TRANSFER","1018657.7577320378","26739","4092863419642261","4676124325823816","false","false","Cooper Kline","Ella Dalton","CLIENT","CLIENT"
"TRANSFER","109549.60735641938","26758","4805151060397213","4891916954688504","false","false","Jace Kirk","Morgan Owen","CLIENT","CLIENT"
"TRANSFER","498190.6252973397","26760","4532892179269146","4419145986968618","false","false","Cooper Benton","Connor Salinas","CLIENT","CLIENT"
"TRANSFER","826062.5987393889","26829","4786965145815771","4496924406259915","false","false","Jasmine Peterson","Christian Monroe","CLIENT","CLIENT"
"TRANSFER","549872.5265184399","26842","4843651537213319","4508939032240804","false","false","Stella Marsh","Kayla Aguirre","CLIENT","CLIENT"
"TRANSFER","325761.0293960466","26853","4303640389844274","4576548206654828","false","false","Carter Heath","Logan Parker","CLIENT","CLIENT"
"TRANSFER","740566.1676744323","26891","4665794094572902","4334829709944699","false","false","Bella Nichols","Brooklyn Gordon","CLIENT","CLIENT"
"TRANSFER","633805.0565954936","26967","4551492177815184","4209787054427128","false","false","Samantha Kirk","Lucas Santiago","CLIENT","CLIENT"
"TRANSFER","257125.56898796838","26972","4665794094572902","4334829709944699","false","false","Bella Nichols","Brooklyn Gordon","CLIENT","CLIENT"
"TRANSFER","376825.1920406597","26984","4532892179269146","4419145986968618","false","false","Cooper Benton","Connor Salinas","CLIENT","CLIENT"
"TRANSFER","308182.5571871125","27009","4329823140720039","4748445486617299","false","false","Zachary Avery","Dominic Hatfield","CLIENT","CLIENT"
"TRANSFER","954205.6428971902","27011","4329823140720039","4748445486617299","false","false","Zachary Avery","Dominic Hatfield","CLIENT","CLIENT"
"TRANSFER","549223.2473475856","27015","4009232800819338","4532892179269146","false","false","Kayla Hester","Cooper Benton","CLIENT","CLIENT"
"TRANSFER","654997.9087606608","27020","4884802756801652","4717596837825937","false","false","Violet Woods","Eva Simmons","CLIENT","CLIENT"
"TRANSFER","771071.8750982159","27029","4312305551023144","4026210185985626","false","false","Joshua Mcmahon","Easton Mayer","CLIENT","CLIENT"
"TRANSFER","49539.2627439826","27042","4982328956784028","4774500537837523","false","false","John Kirby","Sofia Gonzales","CLIENT","CLIENT"
"TRANSFER","739022.896520062","27054","4381750342272722","4389477161305779","false","false","Aiden Morris","Autumn Hull","CLIENT","CLIENT"
"TRANSFER","246413.57993002102","27082","4955785262460630","4138696504301658","false","false","Elizabeth Espinoza","Isaiah Hooper","CLIENT","CLIENT"
"TRANSFER","66436.39939672902","27104","4307599548532442","4643292068276441","false","false","Sophie Roman","Joshua Padilla","CLIENT","CLIENT"
"TRANSFER","196191.80357799854","27111","4950629892497106","4160483674478033","false","false","Nathan Brennan","Jose Dotson","CLIENT","CLIENT"
"TRANSFER","691306.279710999","27136","4492868218053301","4631115306395414","false","false","Genesis Jensen","Angel Garcia","CLIENT","CLIENT"
"TRANSFER","1468442.908946894","27183","4718136965960898","4600611278590971","false","false","Bentley Giles","Jason Taylor","MULE","CLIENT"
"TRANSFER","851243.6862082004","27193","4330981663911422","4017385101040044","false","false","Landon Mills","Carson Murray","CLIENT","CLIENT"
"TRANSFER","255199.76815581956","27195","4648536263345608","4017385101040044","false","false","Brandon Poole","Carson Murray","CLIENT","CLIENT"
"TRANSFER","239650.36938089906","27201","4648536263345608","4017385101040044","false","false","Brandon Poole","Carson Murray","CLIENT","CLIENT"
"TRANSFER","389938.91363550414","27228","4348182805684841","4666674802346170","false","false","Chase Gibson","Kayden Bean","CLIENT","CLIENT"
"TRANSFER","401761.69192583516","27236","4246394411945952","4568525421391220","false","false","Tristan Bowman","Luis Fletcher","CLIENT","CLIENT"
"TRANSFER","507848.9962736273","27243","4654099334678789","4575563620734529","false","false","Nathan Mathis","Morgan Hunt","CLIENT","CLIENT"
"TRANSFER","329507.1822814556","27252","4985196129592397","4575563620734529","false","false","Cameron Koch","Morgan Hunt","CLIENT","CLIENT"
"TRANSFER","487424.958904947","27269","4903926092208954","4732762700018098","false","false","Amelia Price","Madeline Hinton","CLIENT","CLIENT"
"TRANSFER","427370.6082198468","27335","4114661197866993","4284856972457869","false","false","Abigail Battle","Charlotte Flowers","CLIENT","CLIENT"
"TRANSFER","322682.4623422311","27337","4193323726261436","4246428063766769","false","false","Piper Clay","Ariana Leblanc","CLIENT","CLIENT"
"TRANSFER","7830.928726671089","27343","4409487764873418","4761292696821341","false","false","Connor Howard","Parker James","CLIENT","CLIENT"
"TRANSFER","526383.3346883149","27352","4221830460513711","4868926943916766","false","false","Cooper Schmidt","Mackenzie Curtis","CLIENT","CLIENT"
"TRANSFER","902968.4921302616","27359","4719590868234695","4314960534684533","false","false","Evelyn Weeks","Natalie Velazquez","CLIENT","CLIENT"
"TRANSFER","105852.78596759183","27367","4027060491578568","4503886506716329","false","false","Isaiah Head","Melanie Benjamin","CLIENT","CLIENT"
"TRANSFER","182676.2654917544","27377","4411281019249524","4078100232320322","false","false","Kayden Holcomb","Khloe Holman","CLIENT","CLIENT"
"TRANSFER","391543.14892056334","27406","4314960534684533","4719590868234695","false","false","Natalie Velazquez","Evelyn Weeks","CLIENT","CLIENT"
"TRANSFER","767908.4259136225","27409","4314960534684533","4719590868234695","false","false","Natalie Velazquez","Evelyn Weeks","CLIENT","CLIENT"
"TRANSFER","43422.29347511125","27432","4000678863455932","4553403585579971","false","false","Bentley Robles","Jacob Hartman","CLIENT","CLIENT"
"TRANSFER","623301.6604111417","27434","4403494891088569","4156779725027711","false","false","Autumn Clemons","William Berger","CLIENT","CLIENT"
"TRANSFER","825614.6561644331","27457","4032289891686159","4086921210366767","false","false","Jonathan Finley","Sebastian Barlow","CLIENT","CLIENT"
"TRANSFER","146157.81620170956","27461","4296791667192263","4485526329054613","false","false","Emma Koch","Brody Mendez","CLIENT","CLIENT"
"TRANSFER","508122.5890646424","27471","4353869216538622","4340766766025990","false","false","Benjamin Blankenship","Gabriella Mullen","CLIENT","CLIENT"
"TRANSFER","289087.8165874732","27476","4425218135616388","4353869216538622","false","false","Bentley Fischer","Benjamin Blankenship","CLIENT","CLIENT"
"TRANSFER","269072.39852085954","27514","4025593289627611","4918290156477093","false","false","Cooper Berry","Mia Tillman","CLIENT","CLIENT"
"TRANSFER","270517.43442903645","27538","4593850042571367","4900418033860013","false","false","Gianna Woodward","Ellie Carson","CLIENT","CLIENT"
"TRANSFER","639350.2251147699","27553","4903294781756514","4534663533853208","false","false","Serenity Mcgee","Brayden English","CLIENT","CLIENT"
"TRANSFER","341958.82723636285","27571","4893268533819491","4928515249555630","false","false","Claire Fox","Charles Carlson","CLIENT","CLIENT"
"TRANSFER","494353.6205998605","27578","4218085448615097","4892844970450163","false","false","Madeline Myers","Amelia Winters","CLIENT","CLIENT"
"TRANSFER","3056.7866190384957","27586","4442982245804767","4765631609067599","false","false","William Anthony","Nolan Grant","CLIENT","CLIENT"
"TRANSFER","21356.736356244422","27610","4753020502839169","4419866582757184","false","false","Andrew Sawyer","Julian Mack","CLIENT","CLIENT"
"TRANSFER","399656.58601866674","27662","4075568791283029","4541632516993308","false","false","Bentley Guthrie","Ellie Stanton","CLIENT","CLIENT"
"TRANSFER","802715.0859473011","27714","4467856593801114","4381628130037244","false","false","Lucy Winters","Nevaeh Lee","CLIENT","CLIENT"
"TRANSFER","230117.22408195512","27717","4467856593801114","4381628130037244","false","false","Lucy Winters","Nevaeh Lee","CLIENT","CLIENT"
"TRANSFER","518540.3828468843","27737","4921980647479584","4497122618770519","false","false","Layla Serrano","Gianna Hickman","CLIENT","CLIENT"
"TRANSFER","149088.1552362483","27740","4564913584950228","4357554877775434","false","false","Liam Rivas","Gavin Little","CLIENT","CLIENT"
"TRANSFER","428975.338886015","27742","4583007980881892","4727712507081424","false","false","Christopher Garrison","Arianna Henderson","CLIENT","CLIENT"
"TRANSFER","712145.807752308","27758","4595787785870366","4002927074710793","false","false","Stella Slater","Ayden Galloway","CLIENT","CLIENT"
"TRANSFER","1001746.3788169568","27763","4834136740457755","4819040102569794","false","false","Andrea Merrill","Bella Harper","CLIENT","CLIENT"
"TRANSFER","277135.1352740417","27828","4017385101040044","4330981663911422","false","false","Carson Murray","Landon Mills","CLIENT","CLIENT"
"TRANSFER","463100.6340886421","27848","4285541533303526","4498460370531508","false","false","Dominic Sargent","Emily Kennedy","CLIENT","CLIENT"
"TRANSFER","687729.2226704836","27855","4303640389844274","4576548206654828","false","false","Carter Heath","Logan Parker","CLIENT","CLIENT"
"TRANSFER","574943.0463892526","27882","4872344498011369","4719282561375435","false","false","Savannah Burt","Alex Patterson","CLIENT","CLIENT"
"TRANSFER","541105.5150098423","27896","4866051596912558","4205569040055427","false","false","Andrea Brady","Matthew Buckner","CLIENT","CLIENT"
"TRANSFER","391795.7313573776","27913","4117944883787328","4545086762201880","false","false","Skylar James","Blake Golden","CLIENT","CLIENT"
"TRANSFER","76117.70694007637","27952","4091507789730419","4816009292999031","false","false","Autumn Conner","Justin Cross","CLIENT","CLIENT"
"TRANSFER","66939.37975526543","27953","4091507789730419","4816009292999031","false","false","Autumn Conner","Justin Cross","CLIENT","CLIENT"
"TRANSFER","944010.0153940384","27967","4888543005392889","4918361969292514","false","false","Jack Kelley","Ashley Nolan","CLIENT","CLIENT"
"TRANSFER","272858.0969816639","27972","4864200130198867","4280284529398243","false","false","Anna Warner","Daniel Townsend","CLIENT","CLIENT"
"TRANSFER","477410.8184775985","27988","4836239716724972","4070691275798752","false","false","Olivia Rasmussen","Colton Camacho","CLIENT","CLIENT"
